Subject,Catalog Nbr,Title,Descr,Attribute
ECON,H360,Mathematical Economics,"A study of advanced mathematical tools used in economic analysis. Topics include eigenvalues and quadratic forms, differential equations, convex programming and dynamic programming. Applications to consumer theory, generalized linear regression, stability of equilibrium, and models of growth and search. Fulfills Mathematic Economics (MTEC) concentration. 
Crosslisted: Economics, Mathematics
Prerequisite(s): MATH 215; either MATH 121 or 216; ECON 203 or 204 or MATH 203 or SOCL 215 or PSYCH 200 or Bryn Mawr’s ECON B253 recommended",Quantitative
ECON,H371,Junior Research Seminar: Psychological Biases and Economic Decisions,"A seminar-based course covering current research on the role of psychological biases in economic decision-making. The focus is on critical reading of recent work and developing students’ own research. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
ECON,H371,Junior Research Seminar: Psychological Biases and Economic Decisions,"A seminar-based course covering current research on the role of psychological biases in economic decision-making. The focus is on critical reading of recent work and developing students’ own research. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H371,Junior Research Seminar: Psychological Biases and Economic Decisions,"A seminar-based course covering current research on the role of psychological biases in economic decision-making. The focus is on critical reading of recent work and developing students’ own research. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H372,Junior Research Seminar: Advanced International Trade,"This seminar-based course covers topics in international trade theory and policy, and foreign direct investment. Determinants of international trade and foreign investment will be analyzed, and we will examine the motivations for and consequences of tariffs and quantitative restrictions on trade. Topics include dynamic comparative advantage, factor movements and multinational corporations, effects of trade on economic growth and income inequality, international trade policy negotiations, the economics of trade agreements and disputes, and regional economic integration. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
ECON,H372,Junior Research Seminar: Advanced International Trade,"This seminar-based course covers topics in international trade theory and policy, and foreign direct investment. Determinants of international trade and foreign investment will be analyzed, and we will examine the motivations for and consequences of tariffs and quantitative restrictions on trade. Topics include dynamic comparative advantage, factor movements and multinational corporations, effects of trade on economic growth and income inequality, international trade policy negotiations, the economics of trade agreements and disputes, and regional economic integration. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H372,Junior Research Seminar: Advanced International Trade,"This seminar-based course covers topics in international trade theory and policy, and foreign direct investment. Determinants of international trade and foreign investment will be analyzed, and we will examine the motivations for and consequences of tariffs and quantitative restrictions on trade. Topics include dynamic comparative advantage, factor movements and multinational corporations, effects of trade on economic growth and income inequality, international trade policy negotiations, the economics of trade agreements and disputes, and regional economic integration. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H373,Junior Research Seminar: Access to Finance,"This seminar examines the determinants of access to finance with particular emphasis on small business financing. The primary focus will be on commercial banking. We will examine such issues as banking structures, lending technologies, regulatory issues and problems of asymmetric information, all with a focus on access to finance. We will also examine microfinance as an alternative approach for providing financial services to the poor. Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
ECON,H373,Junior Research Seminar: Access to Finance,"This seminar examines the determinants of access to finance with particular emphasis on small business financing. The primary focus will be on commercial banking. We will examine such issues as banking structures, lending technologies, regulatory issues and problems of asymmetric information, all with a focus on access to finance. We will also examine microfinance as an alternative approach for providing financial services to the poor. Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H373,Junior Research Seminar: Access to Finance,"This seminar examines the determinants of access to finance with particular emphasis on small business financing. The primary focus will be on commercial banking. We will examine such issues as banking structures, lending technologies, regulatory issues and problems of asymmetric information, all with a focus on access to finance. We will also examine microfinance as an alternative approach for providing financial services to the poor. Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H374,Jr Research Seminar: Topics in Industrial Organization,"Industrial organization is the study of firm behavior in imperfect competition. This seminar introduces important empirical and theoretical work in this field. Major topics include monopoly behavior, adverse selection, oligopoly, market foreclosure, collusion, and the theory of the firm. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15
Lottery Preference(s): Senior Economics majors 1st; Junior Economics majors 2nd.","A: Meaning, Interpretation (Texts)"
ECON,H374,Jr Research Seminar: Topics in Industrial Organization,"Industrial organization is the study of firm behavior in imperfect competition. This seminar introduces important empirical and theoretical work in this field. Major topics include monopoly behavior, adverse selection, oligopoly, market foreclosure, collusion, and the theory of the firm. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15
Lottery Preference(s): Senior Economics majors 1st; Junior Economics majors 2nd.",B: Analysis of the Social World
ECON,H374,Jr Research Seminar: Topics in Industrial Organization,"Industrial organization is the study of firm behavior in imperfect competition. This seminar introduces important empirical and theoretical work in this field. Major topics include monopoly behavior, adverse selection, oligopoly, market foreclosure, collusion, and the theory of the firm. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15
Lottery Preference(s): Senior Economics majors 1st; Junior Economics majors 2nd.",C: Physical and Natural Processes
ECON,H375,Junior Research Seminar: Exchange Rate Economics,"The focus of this seminar-based course is on critical reading of original papers in exchange rate economics, and developing students' own research. The topics covered in the course include analytical issues in choosing an exchange rate regime; currency board and hard pegs; exchange rate concepts and measurement and assessment of competitiveness; purchasing power parity; assessing equilibrium exchange rates; capital controls.
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
ECON,H375,Junior Research Seminar: Exchange Rate Economics,"The focus of this seminar-based course is on critical reading of original papers in exchange rate economics, and developing students' own research. The topics covered in the course include analytical issues in choosing an exchange rate regime; currency board and hard pegs; exchange rate concepts and measurement and assessment of competitiveness; purchasing power parity; assessing equilibrium exchange rates; capital controls.
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H375,Junior Research Seminar: Exchange Rate Economics,"The focus of this seminar-based course is on critical reading of original papers in exchange rate economics, and developing students' own research. The topics covered in the course include analytical issues in choosing an exchange rate regime; currency board and hard pegs; exchange rate concepts and measurement and assessment of competitiveness; purchasing power parity; assessing equilibrium exchange rates; capital controls.
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H376,Junior Research Seminar: Measuring Discrimination,"A research seminar examining how economists define and measure discrimination against minorities. Original texts will highlight the historical evolution of economic thinking about measuring discrimination mostly in the context of the labor market but in other scenarios as well. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently); MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
ECON,H376,Junior Research Seminar: Measuring Discrimination,"A research seminar examining how economists define and measure discrimination against minorities. Original texts will highlight the historical evolution of economic thinking about measuring discrimination mostly in the context of the labor market but in other scenarios as well. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently); MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H376,Junior Research Seminar: Measuring Discrimination,"A research seminar examining how economists define and measure discrimination against minorities. Original texts will highlight the historical evolution of economic thinking about measuring discrimination mostly in the context of the labor market but in other scenarios as well. 
Prerequisite(s): ECON 300 or ECON B200 at Bryn Mawr; ECON 304 (can be taken concurrently); MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H377,Junior Research Seminar: Political Economy,"The focus is on critical reading of seminal works and developing students own research skills. Topics include: models of elections and application of voting models to redistributive policies; legislative bargaining; interest groups/lobbying; dynamic models of fiscal policy, debt and more. 
Crosslisted: Economics, Political Science
Prerequisite(s): MATH 118 and ECON 300 or ECON B200 at Bryn Mawr; MATH 121 (or MATH 216) is desirable
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
ECON,H377,Junior Research Seminar: Political Economy,"The focus is on critical reading of seminal works and developing students own research skills. Topics include: models of elections and application of voting models to redistributive policies; legislative bargaining; interest groups/lobbying; dynamic models of fiscal policy, debt and more. 
Crosslisted: Economics, Political Science
Prerequisite(s): MATH 118 and ECON 300 or ECON B200 at Bryn Mawr; MATH 121 (or MATH 216) is desirable
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H377,Junior Research Seminar: Political Economy,"The focus is on critical reading of seminal works and developing students own research skills. Topics include: models of elections and application of voting models to redistributive policies; legislative bargaining; interest groups/lobbying; dynamic models of fiscal policy, debt and more. 
Crosslisted: Economics, Political Science
Prerequisite(s): MATH 118 and ECON 300 or ECON B200 at Bryn Mawr; MATH 121 (or MATH 216) is desirable
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H378,Junior Research Seminar: Sports as an Economics Laboratory,"A research seminar analyzing contemporary journal articles which use sports data to answer important economics questions in industrial organization, labor economics, game theory, and behavioral economics.
Prerequisite(s): Econ 300 or Econ B200 at Bryn Mawr; Econ 304 (can be taken concurrently); Math 118 (or equivalent of 2 semesters of college calculus), or instructor consent
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
ECON,H378,Junior Research Seminar: Sports as an Economics Laboratory,"A research seminar analyzing contemporary journal articles which use sports data to answer important economics questions in industrial organization, labor economics, game theory, and behavioral economics.
Prerequisite(s): Econ 300 or Econ B200 at Bryn Mawr; Econ 304 (can be taken concurrently); Math 118 (or equivalent of 2 semesters of college calculus), or instructor consent
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H378,Junior Research Seminar: Sports as an Economics Laboratory,"A research seminar analyzing contemporary journal articles which use sports data to answer important economics questions in industrial organization, labor economics, game theory, and behavioral economics.
Prerequisite(s): Econ 300 or Econ B200 at Bryn Mawr; Econ 304 (can be taken concurrently); Math 118 (or equivalent of 2 semesters of college calculus), or instructor consent
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H379,Junior Research Seminar: The Federal Reserve,"This course covers the history of central banking, with emphasis on the Federal Reserve. We will study the creation and evolution of the Fed, its role in economic and financial crises, and current debates in monetary policy. 
Prerequisite(s): ECON 302 or ECON B202 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15
Lottery Preference(s): Junior economics majors have first priority with other economics majors second","A: Meaning, Interpretation (Texts)"
ECON,H379,Junior Research Seminar: The Federal Reserve,"This course covers the history of central banking, with emphasis on the Federal Reserve. We will study the creation and evolution of the Fed, its role in economic and financial crises, and current debates in monetary policy. 
Prerequisite(s): ECON 302 or ECON B202 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15
Lottery Preference(s): Junior economics majors have first priority with other economics majors second",B: Analysis of the Social World
ECON,H379,Junior Research Seminar: The Federal Reserve,"This course covers the history of central banking, with emphasis on the Federal Reserve. We will study the creation and evolution of the Fed, its role in economic and financial crises, and current debates in monetary policy. 
Prerequisite(s): ECON 302 or ECON B202 at Bryn Mawr; ECON 304 (can be taken concurrently). MATH 118 (or equivalent of 2 semesters of college calculus)
Enrollment Limit: 15
Lottery Preference(s): Junior economics majors have first priority with other economics majors second",C: Physical and Natural Processes
ECON,H381,Jr. Research Sem: Topics in International Finance,"A Junior Research Seminar that explores how countries and firms navigate the global economy, with a focus on how firms and countries interact with the main medium of transaction, exchange rates. Readings from various academic Economists.
Prerequisite(s): ECON 300, ECON 203/204
Enrollment Limit: 15","A: Meaning, Interpretation (Texts)"
ECON,H381,Jr. Research Sem: Topics in International Finance,"A Junior Research Seminar that explores how countries and firms navigate the global economy, with a focus on how firms and countries interact with the main medium of transaction, exchange rates. Readings from various academic Economists.
Prerequisite(s): ECON 300, ECON 203/204
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H381,Jr. Research Sem: Topics in International Finance,"A Junior Research Seminar that explores how countries and firms navigate the global economy, with a focus on how firms and countries interact with the main medium of transaction, exchange rates. Readings from various academic Economists.
Prerequisite(s): ECON 300, ECON 203/204
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H382,Junior Research Seminar: International Macroeconomics,"This course covers fundamental topics in international money and finance and open economy macroeconomics. We will learn about balance of payments, foreign exchange rates, interest rates, purchasing power parity, financial crises and fiscal and monetary policy in an open economy.
Prerequisite(s): Econ H302 or Econ B202 at Bryn Mawr; Math 118 or equivalent.
Enrollment Limit: 15
Lottery Preference(s): Economics Majors who have not taken a Jr. Research Seminar. In the Fall semester, Seniors have first priority. In the Spring semester, priority goes to Junior majors.",B: Analysis of the Social World
ECON,H382B,Junior Research Seminar: International Macroeconomics,"This course covers fundamental topics in international money and finance and open economy macroeconomics. We will learn about balance of payments, foreign exchange rates, interest rates, purchasing power parity, financial crises and fiscal and monetary policy in an open economy.
Prerequisite(s): Econ H302 or Econ B202 at Bryn Mawr; Math 118 or equivalent.
Enrollment Limit: 15
Lottery Preference(s): Economics Majors who have not taken a Jr. Research Seminar. In the Fall semester, Seniors have first priority. In the Spring semester, priority goes to Junior majors.",B: Analysis of the Social World
ECON,H383,Junior Research Seminar: Health Economics,"This seminar examines the ways that health care differs from the rest of the economy. We will learn about the demand for health care from the consumer’s perspective and the supply of health care from the perspective of providers. Additional topics include healthcare disparities, Medicare, Medicaid, the Affordable Care Act, the opioid epidemic, and recent research on COVID-19.
Pre-requisite(s): Econ 300, Econ 304-corequisite
Lottery Preference: Majors, Seniors and then juniors 
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H383,Junior Research Seminar: Health Economics,"This seminar examines the ways that health care differs from the rest of the economy. We will learn about the demand for health care from the consumer’s perspective and the supply of health care from the perspective of providers. Additional topics include healthcare disparities, Medicare, Medicaid, the Affordable Care Act, the opioid epidemic, and recent research on COVID-19.
Pre-requisite(s): Econ 300, Econ 304-corequisite
Lottery Preference: Majors, Seniors and then juniors 
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H384,Junior Research Seminar: Labor Economics,"This seminar examines various aspects of labor markets, particularly focusing on empirical research. We will study critical topics relevant to ongoing policy debates such as the minimum wage, discrimination, income inequality, immigration, unemployment insurance, and more. We will also examine the growing role of technological change and how this can be expected to affect labor markets in the future.
Pre-requisite(s): Econ 300, Econ 304-corequisite
Lottery Preference: Majors, Seniors and then juniors
Enrollment Limit: 15",B: Analysis of the Social World
ECON,H384,Junior Research Seminar: Labor Economics,"This seminar examines various aspects of labor markets, particularly focusing on empirical research. We will study critical topics relevant to ongoing policy debates such as the minimum wage, discrimination, income inequality, immigration, unemployment insurance, and more. We will also examine the growing role of technological change and how this can be expected to affect labor markets in the future.
Pre-requisite(s): Econ 300, Econ 304-corequisite
Lottery Preference: Majors, Seniors and then juniors
Enrollment Limit: 15",C: Physical and Natural Processes
ECON,H385,Junior Research Seminar: The Drivers of Economic Growth,"This course continues on the ground work from introduction and intermediate macro courses in studying the drivers of economic growth. We will review a body of literature that tries to explain, both through empirical designs and theoretical models, the difference in the economic experiences across nations. This course will focus on both the methods used in this literature, both theoretical and empirical and on the way economic ideas are communicated in writing.
Pre-requisite(s): Econ 302
Enrollment Limit: 15.00",B: Analysis of the Social World
ECON,H396B,Research Seminar,Must be a senior Economics major. Prerequisite(s): ECON 304; an ECON 37X Jr. Research Seminar; ECON 396A.,B: Analysis of the Social World
ECON,H400,Advanced Topics in Economics,"Reading seminar in which students present seminal papers from a chosen sub-field of economics.
Prerequisite(s): Instructor permission",B: Analysis of the Social World
ECON,H400,Advanced Topics in Economics,"Reading seminar in which students present seminal papers from a chosen sub-field of economics.
Prerequisite(s): Instructor permission",C: Physical and Natural Processes
EDUC,H200,Critical Issues in Education,"Designed to be the first course for students interested in pursuing one of the options offered through the Education Program, this course is also open to students who are not yet certain about their career aspirations but are interested in educational issues. The course examines major issues in education in the United States within the conceptual framework of educational reform. The first phase of the course invites students to recognize and question prevailing assumptions, their own and those of the broader society, about authority, the political nature of knowledge, and the purposes of schooling that shape education in America. The second phase analyzes components of the teaching and learning process. The third phase seeks to engage students in imagining and enacting, through the completion of collaborative teaching projects, possibilities for reform and reinvention. Two hours a week of fieldwork are required.
Priority to those in the Teacher Certification Program or minoring/concentrating in Educ.
Enrollment Limit: 22","A: Meaning, Interpretation (Texts)"
EDUC,H200,Community Learning Collaborative: Practicing Partnership,"Designed to be the first course for students interested in pursuing one of the options offered through the Education Program, this course is also open to students exploring an interest in educational practice, theory, research, and policy. The course examines major issues and questions in education in the United States by investigating the purposes of education and the politics of schooling. Through fieldwork in an area school, students practice ethnographic methods of observation and interpretation.
Lottery Preference(s): Not open to first semester first year students",B: Analysis of the Social World
EDUC,H200,Critical Issues in Education,"Designed to be the first course for students interested in pursuing one of the options offered through the Education Program, this course is also open to students who are not yet certain about their career aspirations but are interested in educational issues. The course examines major issues in education in the United States within the conceptual framework of educational reform. The first phase of the course invites students to recognize and question prevailing assumptions, their own and those of the broader society, about authority, the political nature of knowledge, and the purposes of schooling that shape education in America. The second phase analyzes components of the teaching and learning process. The third phase seeks to engage students in imagining and enacting, through the completion of collaborative teaching projects, possibilities for reform and reinvention. Two hours a week of fieldwork are required.
Priority to those in the Teacher Certification Program or minoring/concentrating in Educ.
Enrollment Limit: 22",B: Analysis of the Social World
EDUC,H225,Topics: Empowering Learners,"This is a topics course. Course content varies. Praxis course.
Prerequisite(s): permission of instructor",B: Analysis of the Social World
EDUC,H266,Geographies of School and Learning: Urban Education Reconsidered,"This course examines issues, challenges, and possibilities of urban education in contemporary America. We use as critical lenses issues of race, class, and culture; urban learners, teachers, and school systems; and restructuring and reform. While we look at urban education nationally over several decades, we use Philadelphia as a focal “case” that students investigate through documents and school placements. Fieldwork is required.
Prerequisite(s): EDUC 200 or instructor consent
Enrollment Limit: 18
Lottery Preference(s): Priority for students completing the minor in Educational Studies or teacher certification",B: Analysis of the Social World
EDUC,H270,Measuring Education,"This course explores contemporary political movements to measure learning outcomes in educational institutions. It covers such topics as NCLB legislation, standardized testing for college admissions, assessment of college education, and development of online learning tools.
Crosslisted: Sociology, Educcation",B: Analysis of the Social World
EDUC,H275,Emergent Multilingual Learners in U.S. Schools,"This course focuses on educational policies and practices related to language minority students in the U. S. We examine English learners’ diverse experiences, educators’ approaches to working with linguistically diverse students, programs that address their strengths and needs, links between schools and communities, and issues of policy and advocacy. Fieldwork required.
Prerequisite(s): EDUC 200 or instructor consent
Lottery Preference(s): Priority to students pursuing a minor in Educational Studies or teacher certification",B: Analysis of the Social World
EDUC,H301,Curriculum and Pedagogy Seminar,"A consideration of theoretical and applied teacher preparation related to effective curriculum design, pedagogical approaches and related issues of teaching and learning leading to the creation of an extensive professional and reflective portfolio. Fieldwork required.
Prerequisite(s): EDUC 200 or instructor consent
Enrollment Limit: 15
Lottery Preference(s): Priority to seniors pursuing a minor in Educational Studies or teacher certification",B: Analysis of the Social World
EDUC,H302,Practice Teaching Seminar,"Drawing on participants’ diverse student teaching placements, this seminar invites exploration and analysis of ideas, perspectives and approaches to teaching at the middle and secondary levels. Taken concurrently with Practice Teaching, and open only to students engaged in practice teaching. 
Prerequisite(s): EDUC 200, EDUC 301, and additional coursework in teacher certification program; or instructor consent
Enrollment Limit: 15
Lottery Preference(s): Students pursuing teacher certification","A: Meaning, Interpretation (Texts)"
EDUC,H305,"Lagim Tehi Tuma: Inquiries into Black Study, Language Justice, and Education","This course explores the implications for education in realizing the significance of global Black liberation and Black Study/ies in relation to the suppression and sustenance of language diversity and engagement with a particular community as a touchstone for learning.
Prerequisite(s): Two courses in any of the following: Education, Africana Studies, Sociology, a praxis or community-engaged course; or with instructor’s approval.
Enrollment Limit: 15
Lottery Preference(s): Education",B: Analysis of the Social World
EDUC,H308,"Inquiries into Black Study, Language Justice, and Education","Growing out of the Lagim Tehi Tuma/”Thinking Together” program (LTT), the course will explore the implications for education in realizing the significance of global Black liberation and Black Study/ies—particularly in relation to questions of the suppression and sustenance of language diversity and with a focus, as well, on Pan-Africanism—by engaging with one particular community as a touchstone for learning from and forwarding culturally sustaining knowledge. Prerequisites: Two courses, at least one in Education, with the second in Africana Studies, Linguistics, Sociology, or Anthropology; or permission of the instructor.",B: Analysis of the Social World
EDUC,H311,Theories of Change in Educational Institutions,"Drawing on students' weekly fieldwork, this seminar will explore how educational practice reflects and informs theories of change and pathways of action. Students their own theory of change; analyze the theories of change underlying their field sites; and develop skills and strategies for persisting in creative independence and interdependence with institutions. Areas of focus include teacher research and academic research, business models, network and relational models, mindfulness and listening, journalism, social media, museum studies and artistic expression. We bring these considerations to a reading of a current education reform initiative, The Baltimore Algebra Project, as a means of exploring the intersections of personal and structural growth.
Prerequisite(s): Limited to students completing the minor in Educational Studies, or instructor consent
Enrollment Limit: 18
Lottery Preference(s): Seniors completing the minor in Educational Studies","A: Meaning, Interpretation (Texts)"
ENGL,H101,Theories of the Novel,"This course introduces students to the genre of the novel in English with a focus on desire, loss, and literary form. In order to ask the questions, ‘Why and how do we read novels? What does this experience enable?” we will interrogate theories of the novel, its early formation and contemporary forms. We will also consider changing cultural representations of subjectivity, nation, race, gender, and ways of reading. How is the reader variously constructed as witness to (and participant in) desire and its demise? How do developments in narrative voice influence the idea of fiction as a didactic, pleasurable, speculative and/or imaginative space? What is the novel’s role in effecting social change across centuries and geographies? Open to majors and non-majors—no prerequisites. Limit: 20 students.","A: Meaning, Interpretation (Texts)"
ENGL,H101,Theories of the Novel,"This course introduces students to the genre of the novel in English with a focus on desire, loss, and literary form. In order to ask the questions, ‘Why and how do we read novels? What does this experience enable?” we will interrogate theories of the novel, its early formation and contemporary forms. We will also consider changing cultural representations of subjectivity, nation, race, gender, and ways of reading. How is the reader variously constructed as witness to (and participant in) desire and its demise? How do developments in narrative voice influence the idea of fiction as a didactic, pleasurable, speculative and/or imaginative space? What is the novel’s role in effecting social change across centuries and geographies? Open to majors and non-majors—no prerequisites. Limit: 20 students.",B: Analysis of the Social World
ENGL,H110,Reading Poetry,"Introduction to the most common types of poetry in English: narrative, dramatic, lyric. The working approach is that of close reading, often word by word, in order to investigate the poetic uses of rhythm and pattern; of sound and music; of appeals to the senses; of allusion to history, art, other literature; of connotation and denotation; and of metaphor.
Enrollment Limit: 20, 10 spaces reserved for freshmen","A: Meaning, Interpretation (Texts)"
ENGL,H112,Theories of the Remix,"This course introduces students to the study of literature through the art of borrowing, sampling, recycling, and remixing. Approaching the remix as a creative/critical practice rather than a fixed genre, we’ll read texts that foreground modes of cultural theft, refuse originality and authenticity as such, and mobilize the remix as an important source of knowledge production.
Enrollment Limit: 20, 10 spaces reserved for freshmen 
Lottery Preference(s): Freshmen and Sophomores","A: Meaning, Interpretation (Texts)"
ENGL,H118,The Western Dramatic Tradition,"An investigation of Western drama through close study of major representative plays. Evolving notions of the dramatic event, from classical to modern and “post-modern” theaters, will be examined in relation to developing ideas of heroism, destiny, social structure, linguistic power, and theatricality itself. Emphasis will be placed on both thematic and structural problems of “play” and on the relation of the text to consequences of performance (e.g., acting, stagecraft, and audience response). 
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
ENGL,H120,The Epic in English,"An exploration of the long narrative poems that shape the epic tradition in anglophone literature. Readings in classical epic and medieval epic, Milton, Romantic epics and the modern aftermath of epic.
Crosslisted: English, Comparative Literature","A: Meaning, Interpretation (Texts)"
ENGL,H122,Place and Displacement,"New 100-level course that will look carefully at what it is to be located in a particular place, environment, or cultural condition (both grounding and constraining), from which one is exiled, either from choice, necessity, or (violent) coercion. What is the end result of leaving or losing home upon the human person and the narrative of the displaced life that follows? Diverse readings from Gosse, Joyce, James, Levi, Baldwin, Eire, Harjo, Wilkerson, Gornick, and Lahiri.
Pre-requisite(s): none
Enrollment Limit: 150.00","A: Meaning, Interpretation (Texts)"
ENGL,H201,Chaucer: The Canterbury Tales,Course devoted to close reading of Chaucer’s Canterbury Tales; secondary readings include critical approaches and brief excerpts from other medieval sources.,"A: Meaning, Interpretation (Texts)"
ENGL,H205,Legends of Arthur,"An exploration of the Arthurian legend, from its earliest versions to most recent retellings. The tradition of Arthurian tales is complex and various, combining Celtic and Christian mythologies. Sometimes called the ""matter of Britain"" the Arthurian narrative has been critical in establishing national and ethnic identities ever since the Middle Ages. Medival notions of chivalry and courtly love also raise fascinating questions about the conflict between personal and private morality, and about the construction of both identity and gender.
Enrollment Limit: 30","A: Meaning, Interpretation (Texts)"
ENGL,H209,"Third World Cinema: Desiring Freedoms, Freeing Desires","his course explores the central role of film in imagining decolonization and desire as entangled narratives in the Third World. Treating film as a text within specific cinematic traditions, we read for the ways in which Third World artists have interrogated the complex objectives of desiring freedoms and freeing desires for post/colonies.
Enrollment Limit: 25
Lottery Preference(s): English majors, Visual Studies minors","A: Meaning, Interpretation (Texts)"
ENGL,H212,The Bible and Literature,"A study of the Bible and its diverse genres, including legendary history, law, chronicle, psalm, love-song and dirge, prophecy, gospel, epistle, and eschatology. This study is accompanied by an extremely various collection of literary material, drawn from traditional and contemporary sources, and from several languages (including Hebrew), in order to illustrate the continued life of Biblical narrative and poetry.","A: Meaning, Interpretation (Texts)"
ENGL,H216,In the America Strain: Music in Writing 1855-1975,"The seminar is an investigation of music in American literature. Walt Whitman was immersed in opera; Emily Dickinson was steeped in the hymnbook; Zora Neale Hurston in folksong; Amiri Baraka in the blues and bebop;John Cage in silence. We will explore how poetic music and ‘music’ diverge, but also look at the ways in which music and poetry have fed and inspired each other.","A: Meaning, Interpretation (Texts)"
ENGL,H218,Performing Gender & Sexuality,"Examines how the concept of performance links studies of gender and sexuality to the history of drama. How do playwrights and actors represent / unsettle ideologies of gender identity? How do they perform erotic desire?
Enrollment Limit: 25","A: Meaning, Interpretation (Texts)"
